,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
1443,14149,07,09,10,15,19,33,01
1444,14148,01,02,05,12,15,16,13
1445,14147,06,07,22,26,31,32,10
1446,14146,01,06,13,20,29,32,01
1447,14145,10,12,13,23,26,29,11
1448,14144,03,05,06,09,10,27,14
1449,14143,03,12,18,20,25,26,16
1450,14142,06,21,22,23,25,28,13
1451,14141,08,09,11,16,21,24,10
1452,14140,06,10,11,14,17,33,06
1453,14139,01,14,15,20,25,29,11
1454,14138,04,06,13,29,31,33,13
1455,14137,03,06,09,11,25,29,09
1456,14136,03,16,19,27,31,32,10
1457,14135,02,04,11,13,25,33,01
1458,14134,05,16,22,23,26,28,02
1459,14133,13,14,16,23,30,31,13
1460,14132,05,06,14,15,18,33,08
1461,14131,05,17,21,22,28,32,14
1462,14130,01,02,10,24,30,33,10
1463,14129,05,08,09,20,28,32,02
1464,14128,05,07,08,17,18,24,14
1465,14127,02,10,12,21,23,27,12
1466,14126,06,11,16,17,22,27,01
1467,14125,10,11,15,26,31,32,06
1468,14124,02,17,20,24,31,33,04
1469,14123,01,06,11,17,28,33,05
1470,14122,06,09,11,16,20,29,11
1471,14121,01,02,13,22,28,30,09
1472,14120,01,07,12,16,23,28,04
1473,14119,06,13,17,20,26,29,09
1474,14118,05,07,15,18,26,30,03
1475,14117,05,10,17,25,28,29,04
1476,14116,09,10,14,15,19,29,16
1477,14115,01,09,10,11,13,32,03
1478,14114,02,07,23,30,32,33,10
1479,14113,12,14,28,31,32,33,07
1480,14112,01,15,16,21,24,30,03
1481,14111,02,08,17,20,22,28,02
1482,14110,01,08,11,13,19,30,06
1483,14109,02,05,11,15,19,28,02
1484,14108,03,08,09,20,23,28,02
1485,14107,11,14,17,22,25,27,16
1486,14106,09,14,17,18,21,25,15
1487,14105,14,16,17,19,27,32,04
1488,14104,02,06,12,19,27,28,13
1489,14103,03,08,09,10,18,33,04
1490,14102,14,16,21,24,28,31,13
1491,14101,16,18,20,23,24,32,07
1492,14100,01,06,09,10,14,16,11
1493,14099,01,05,10,11,13,32,14
1494,14098,02,13,17,20,29,31,07
1495,14097,07,13,24,25,27,32,15
1496,14096,12,14,17,19,22,24,08
1497,14095,05,06,08,14,22,31,08
1498,14094,01,10,18,20,23,29,01
1499,14093,02,08,09,10,20,29,05
1500,14092,03,13,18,19,22,26,07
1501,14091,01,05,12,19,27,29,14
1502,14090,05,09,11,19,24,32,13
1503,14089,04,06,14,17,27,30,09
1504,14088,03,06,11,14,16,29,15
1505,14087,06,18,22,23,32,33,06
1506,14086,02,04,10,12,14,30,08
1507,14085,01,02,11,19,23,29,08
1508,14084,01,06,09,10,13,25,08
1509,14083,05,06,19,21,23,33,12
1510,14082,02,04,20,25,26,29,11
1511,14081,08,14,22,24,27,29,10
1512,14080,05,14,16,17,25,30,07
1513,14079,02,07,16,22,27,28,02
1514,14078,02,03,05,06,09,17,07
1515,14077,08,09,12,15,19,22,10
1516,14076,06,10,12,17,18,33,11
1517,14075,03,09,11,22,27,29,06
1518,14074,01,03,06,13,30,31,12
1519,14073,01,12,16,20,30,33,02
1520,14072,01,03,07,13,19,32,16
1521,14071,02,04,12,17,22,25,14
1522,14070,01,07,09,19,28,29,07
1523,14069,05,12,17,19,25,30,11
1524,14068,04,12,13,22,27,29,16
1525,14067,01,06,07,17,18,23,06
1526,14066,02,05,15,17,18,21,16
1527,14065,03,04,05,08,10,22,06
1528,14064,02,09,15,16,29,32,14
1529,14063,03,08,17,21,22,31,16
1530,14062,06,09,15,24,25,26,09
1531,14061,02,14,17,27,28,31,08
1532,14060,03,05,14,18,25,33,06
1533,14059,05,08,12,13,23,25,13
1534,14058,02,03,12,13,14,25,11
1535,14057,02,04,12,18,23,31,08
1536,14056,01,11,18,20,28,29,01
1537,14055,02,09,14,19,21,30,04
1538,14054,01,04,05,11,29,30,14
1539,14053,14,17,19,22,26,31,02
1540,14052,09,13,15,28,30,33,08
1541,14051,10,16,19,21,23,24,13
1542,14050,03,17,23,25,26,32,13
1543,14049,06,07,16,17,23,32,06
1544,14048,06,09,16,17,24,25,16
1545,14047,08,10,11,12,19,29,15
1546,14046,02,10,11,17,18,22,10
1547,14045,02,04,09,11,19,22,15
1548,14044,04,09,21,27,28,33,12
1549,14043,02,05,09,14,24,33,09
1550,14042,12,15,20,25,28,33,14
1551,14041,07,11,16,18,21,22,02
1552,14040,03,04,06,11,12,15,08
1553,14039,03,11,15,19,20,31,07
1554,14038,04,07,22,23,24,33,16
1555,14037,06,13,14,24,25,30,07
1556,14036,01,07,08,09,11,22,03
1557,14035,07,08,09,17,32,33,06
1558,14034,01,03,04,08,25,31,06
1559,14033,05,13,23,28,32,33,12
1560,14032,01,02,14,22,29,33,07
1561,14031,04,10,16,17,21,27,14
1562,14030,12,18,19,23,24,30,10
1563,14029,02,07,14,16,21,29,14
1564,14028,06,16,21,27,30,32,05
1565,14027,08,10,14,16,30,31,01
1566,14026,01,02,05,06,11,23,14
1567,14025,01,05,10,14,16,30,16
1568,14024,08,10,16,20,23,30,09
1569,14023,07,09,13,17,21,22,10
1570,14022,04,06,07,10,21,26,16
1571,14021,08,10,15,17,22,29,12
1572,14020,09,14,17,23,24,25,15
1573,14019,02,10,15,19,20,21,07
1574,14018,13,17,18,21,30,33,15
1575,14017,04,06,07,14,25,26,10
1576,14016,02,03,07,13,21,24,08
1577,14015,02,11,19,30,32,33,09
1578,14014,04,09,19,22,25,29,15
1579,14013,05,09,13,15,17,21,13
1580,14012,01,08,11,19,21,24,08
1581,14011,09,10,13,14,21,32,02
1582,14010,05,07,08,20,31,33,11
1583,14009,08,09,19,20,25,32,16
1584,14008,05,14,16,21,29,30,12
1585,14007,08,10,12,14,18,28,14
1586,14006,03,04,07,17,21,27,14
1587,14005,15,18,23,27,32,33,04
1588,14004,01,04,19,22,24,25,15
1589,14003,06,10,11,28,30,33,12
1590,14002,04,21,23,31,32,33,04
1591,14001,03,09,15,20,27,29,01
1592,13154,07,11,14,19,24,29,05
1593,13153,08,11,13,18,28,33,10
1594,13152,04,06,14,16,18,29,05
1595,13151,03,09,10,19,28,33,09
1596,13150,01,15,16,25,26,29,10
1597,13149,09,18,25,26,30,32,11
1598,13148,06,11,12,14,17,22,01
1599,13147,02,15,16,17,19,30,08
1600,13146,08,20,25,30,32,33,01
1601,13145,06,10,13,16,23,24,15
1602,13144,05,07,12,19,27,31,02
1603,13143,12,18,21,22,27,32,11
1604,13142,11,12,14,20,22,29,14
1605,13141,03,04,05,25,30,31,04
1606,13140,01,05,12,13,21,22,10
1607,13139,07,08,11,13,21,27,08
1608,13138,04,15,16,24,27,28,03
1609,13137,04,17,19,23,24,27,10
1610,13136,04,06,14,16,18,26,06
1611,13135,09,23,24,25,29,31,12
1612,13134,01,17,18,19,25,29,10
1613,13133,04,07,12,19,22,25,01
1614,13132,20,21,22,23,25,27,12
1615,13131,04,06,12,17,19,26,09
1616,13130,01,03,15,16,31,33,08
1617,13129,05,06,10,14,27,31,14
1618,13128,07,13,17,19,25,31,08
1619,13127,02,03,13,20,22,33,14
1620,13126,04,10,19,27,31,33,16
1621,13125,04,06,08,18,25,28,16
1622,13124,03,09,15,23,25,30,07
1623,13123,01,02,06,11,17,25,02
1624,13122,07,10,13,15,26,27,11
1625,13121,04,05,06,07,25,27,07
1626,13120,05,06,13,18,23,31,11
1627,13119,05,15,20,22,26,32,09
1628,13118,02,03,17,22,32,33,16
1629,13117,09,12,13,24,27,33,16
1630,13116,12,15,21,26,32,33,07
1631,13115,03,12,16,17,18,27,08
1632,13114,04,06,17,21,23,33,07
1633,13113,04,07,11,17,24,33,09
1634,13112,01,06,12,13,22,31,07
1635,13111,01,02,03,06,08,33,13
1636,13110,15,17,18,21,29,32,13
1637,13109,09,23,24,27,29,32,08
1638,13108,16,21,22,28,31,32,05
1639,13107,07,09,11,17,28,31,11
1640,13106,09,11,23,30,31,32,06
1641,13105,01,11,23,27,31,32,09
1642,13104,01,02,04,15,17,28,11
1643,13103,02,04,09,13,18,20,07
1644,13102,02,04,05,06,08,16,03
1645,13101,05,07,09,23,27,32,01
1646,13100,04,08,11,14,16,20,11
1647,13099,05,11,20,21,26,31,03
1648,13098,07,15,18,19,20,26,14
1649,13097,05,14,17,22,23,25,07
1650,13096,01,02,22,28,29,30,15
1651,13095,01,06,15,19,28,29,10
1652,13094,02,04,14,18,20,22,07
1653,13093,01,02,08,26,29,31,14
1654,13092,07,11,15,21,26,31,06
1655,13091,04,14,24,25,28,31,10
1656,13090,02,05,11,23,24,29,08
1657,13089,04,08,12,19,21,25,13
1658,13088,09,15,20,21,22,24,14
1659,13087,02,13,19,23,24,28,05
1660,13086,02,04,11,13,16,26,11
1661,13085,02,08,12,14,16,32,16
1662,13084,05,07,09,11,20,21,03
1663,13083,05,06,12,14,19,23,09
1664,13082,04,13,14,20,22,30,06
1665,13081,01,04,10,13,21,31,13
1666,13080,10,11,12,23,28,32,16
1667,13079,07,13,17,19,22,26,13
1668,13078,03,05,17,18,26,27,15
1669,13077,09,14,23,24,26,29,03
1670,13076,14,23,24,26,29,30,03
1671,13075,04,06,09,25,30,33,14
1672,13074,03,06,08,14,19,32,03
1673,13073,02,09,13,17,20,28,11
1674,13072,02,08,11,14,19,33,09
1675,13071,05,12,21,23,26,28,09
1676,13070,02,03,09,10,28,30,06
1677,13069,07,16,17,18,30,33,06
1678,13068,02,07,13,20,25,27,06
1679,13067,01,04,09,15,22,30,06
1680,13066,01,03,16,17,20,32,07
1681,13065,07,18,19,23,29,30,02
1682,13064,01,09,13,22,25,32,12
1683,13063,10,15,18,20,23,31,12
1684,13062,01,06,07,19,22,27,02
1685,13061,05,06,07,12,13,18,12
1686,13060,05,07,10,13,19,20,15
1687,13059,03,10,18,24,27,29,09
1688,13058,08,11,17,21,23,24,05
1689,13057,13,16,19,23,26,28,05
1690,13056,03,12,25,26,28,29,16
1691,13055,08,18,19,22,27,32,06
1692,13054,03,04,08,14,21,28,14
1693,13053,03,12,13,22,30,33,14
1694,13052,06,07,14,21,22,24,13
1695,13051,08,12,15,19,28,29,02
1696,13050,03,07,13,18,22,25,03
1697,13049,10,13,14,16,21,32,14
1698,13048,10,13,17,28,30,32,04
1699,13047,01,08,11,17,27,30,12
1700,13046,03,16,19,20,24,26,06
1701,13045,06,07,08,14,23,31,12
1702,13044,03,05,11,18,26,28,06
1703,13043,03,06,14,15,17,25,16
1704,13042,01,08,12,13,15,33,03
1705,13041,02,10,12,17,23,24,05
1706,13040,02,04,10,12,17,30,10
1707,13039,01,02,14,15,24,29,06
1708,13038,09,10,12,14,15,19,11
1709,13037,02,15,18,27,28,32,14
1710,13036,04,05,09,27,29,31,13
1711,13035,01,14,15,17,26,30,02
1712,13034,06,15,20,22,26,33,09
1713,13033,05,06,13,17,19,28,01
1714,13032,04,21,25,29,30,33,03
1715,13031,03,13,14,15,21,33,03
1716,13030,07,14,18,25,26,29,06
1717,13029,06,07,10,19,23,29,12
1718,13028,07,08,14,25,26,28,13
1719,13027,01,02,04,12,21,24,12
1720,13026,04,11,14,15,22,31,11
1721,13025,16,17,18,24,25,30,08
1722,13024,04,05,13,23,27,30,09
1723,13023,03,06,15,18,30,32,05
1724,13022,02,04,07,09,15,20,07
1725,13021,01,06,17,19,26,31,11
1726,13020,01,07,08,12,16,21,01
1727,13019,01,02,05,16,20,26,06
1728,13018,02,08,13,28,29,30,05
1729,13017,04,06,12,30,31,32,09
1730,13016,02,05,06,12,14,28,05
1731,13015,05,06,07,11,13,18,15
1732,13014,02,04,05,17,19,20,08
1733,13013,05,06,13,19,22,28,09
1734,13012,06,14,17,22,28,29,02
1735,13011,03,12,17,24,27,29,09
1736,13010,01,09,11,17,32,33,12
1737,13009,01,04,09,13,16,23,02
1738,13008,03,08,17,21,25,32,15
1739,13007,02,09,15,22,26,32,01
1740,13006,09,10,13,17,22,30,13
1741,13005,01,13,14,25,31,32,12
1742,13004,06,10,16,20,27,32,08
1743,13003,22,23,26,27,28,33,09
1744,13002,01,16,18,22,28,30,12
1745,13001,06,08,14,15,24,25,06
1746,12154,05,07,12,16,28,32,04
1747,12153,04,05,11,21,27,28,10
1748,12152,10,12,18,22,28,29,07
1749,12151,05,14,24,25,26,32,01
1750,12150,09,11,17,23,24,26,07
1751,12149,01,05,13,25,26,32,13
1752,12148,03,06,11,17,21,31,07
1753,12147,02,12,15,23,24,32,09
1754,12146,01,05,07,13,29,32,13
1755,12145,05,20,26,27,28,33,03
1756,12144,03,10,12,13,27,30,04
1757,12143,07,08,18,25,30,32,06
1758,12142,05,18,22,28,29,31,06
1759,12141,03,05,08,19,20,27,09
1760,12140,14,18,27,30,31,33,15
1761,12139,08,19,21,24,28,31,15
1762,12138,01,07,16,17,19,21,14
1763,12137,01,02,04,06,13,17,07
1764,12136,02,07,08,17,21,28,11
1765,12135,02,05,07,08,11,17,16
1766,12134,02,05,06,07,13,23,15
1767,12133,01,08,11,20,21,29,02
1768,12132,07,12,16,17,21,25,10
1769,12131,06,18,19,26,28,32,12
1770,12130,01,03,15,20,22,31,03
1771,12129,01,07,09,17,21,29,01
1772,12128,05,09,12,29,30,31,05
1773,12127,01,09,11,21,26,32,08
1774,12126,03,05,12,15,23,24,07
1775,12125,08,12,13,26,29,33,01
1776,12124,06,07,21,25,27,33,11
1777,12123,08,10,16,25,28,33,09
1778,12122,12,13,19,22,28,29,11
1779,12121,01,07,08,20,23,24,11
1780,12120,01,04,20,24,28,29,16
1781,12119,12,20,25,26,27,28,13
1782,12118,05,06,07,12,15,28,11
1783,12117,13,15,18,20,24,28,09
1784,12116,03,21,26,29,31,32,03
1785,12115,03,08,20,24,26,32,14
1786,12114,01,06,11,26,27,29,15
1787,12113,03,06,09,13,18,32,06
1788,12112,08,15,20,21,27,31,06
1789,12111,02,09,10,20,22,31,13
1790,12110,03,07,10,13,22,32,09
1791,12109,02,12,24,26,29,31,03
1792,12108,01,09,12,13,19,28,13
1793,12107,11,12,15,24,25,31,09
1794,12106,13,14,20,22,23,32,16
1795,12105,06,13,14,15,17,30,04
1796,12104,04,05,09,10,19,28,03
1797,12103,04,09,11,14,32,33,02
1798,12102,13,25,27,28,29,30,15
1799,12101,09,12,17,18,20,33,02
1800,12100,05,07,15,18,25,33,10
1801,12099,08,12,15,16,21,27,16
1802,12098,02,12,19,26,29,31,09
1803,12097,05,08,13,14,19,22,06
1804,12096,04,07,11,16,29,33,07
1805,12095,17,24,27,28,29,30,02
1806,12094,06,09,14,16,23,33,15
1807,12093,03,05,19,21,24,33,13
1808,12092,06,13,17,18,28,32,03
1809,12091,01,05,07,08,19,21,16
1810,12090,02,13,20,25,29,30,11
1811,12089,03,07,10,13,14,25,11
1812,12088,03,05,23,24,27,31,15
1813,12087,03,10,11,13,14,22,09
1814,12086,08,09,13,15,22,23,08
1815,12085,05,17,24,30,31,33,05
1816,12084,02,10,20,26,28,29,14
1817,12083,04,09,14,15,26,33,04
1818,12082,02,04,11,18,22,29,06
1819,12081,02,05,10,24,25,29,06
1820,12080,04,09,14,15,16,27,03
1821,12079,06,07,12,24,30,33,12
1822,12078,08,15,22,24,28,33,12
1823,12077,02,04,13,18,26,28,12
1824,12076,11,18,22,27,29,30,15
1825,12075,04,06,22,23,29,32,11
1826,12074,15,16,18,19,28,32,08
1827,12073,04,07,09,10,17,27,05
1828,12072,02,03,07,09,13,30,06
1829,12071,03,04,19,21,22,23,08
1830,12070,02,03,04,24,31,32,11
1831,12069,08,10,11,18,20,29,06
1832,12068,05,17,22,26,32,33,10
1833,12067,04,05,10,21,26,30,16
1834,12066,01,02,09,26,29,33,12
1835,12065,08,10,18,19,27,31,14
1836,12064,05,10,11,16,23,24,11
1837,12063,02,10,17,19,24,27,12
1838,12062,02,13,16,17,20,31,07
1839,12061,03,08,11,12,14,18,14
1840,12060,07,10,13,16,17,29,01
1841,12059,04,13,21,22,26,31,01
1842,12058,03,06,15,20,25,26,04
1843,12057,03,05,19,21,27,31,04
1844,12056,04,07,14,17,26,31,10
1845,12055,04,06,13,20,24,28,01
1846,12054,06,14,18,20,30,33,14
1847,12053,04,15,22,25,27,33,04
1848,12052,02,03,05,06,20,24,04
1849,12051,02,12,14,17,30,31,09
1850,12050,07,13,15,17,19,24,11
1851,12049,04,12,13,19,20,32,02
1852,12048,01,05,14,22,24,30,10
1853,12047,06,07,11,16,32,33,11
1854,12046,04,12,19,20,23,33,06
1855,12045,08,11,20,21,27,30,09
1856,12044,06,09,10,14,22,25,03
1857,12043,02,09,11,21,26,33,03
1858,12042,05,06,11,19,24,28,16
1859,12041,08,11,15,20,24,32,02
1860,12040,03,08,09,22,25,31,10
1861,12039,01,02,05,13,22,29,08
1862,12038,09,10,11,15,19,33,16
1863,12037,05,14,19,24,28,33,09
1864,12036,02,11,13,18,19,26,09
1865,12035,09,11,12,21,24,26,05
1866,12034,02,03,08,23,32,33,16
1867,12033,02,03,15,16,17,27,04
1868,12032,01,02,10,17,22,24,04
1869,12031,04,16,22,24,27,31,03
1870,12030,09,10,17,18,21,31,08
1871,12029,04,07,15,25,26,28,03
1872,12028,10,15,20,21,28,30,11
1873,12027,04,16,22,25,30,31,12
1874,12026,03,07,09,15,24,25,16
1875,12025,03,08,09,17,25,27,06
1876,12024,04,12,19,21,25,28,13
1877,12023,05,09,15,23,24,33,02
1878,12022,04,08,12,24,26,27,04
1879,12021,01,15,16,18,22,30,03
1880,12020,03,08,12,18,23,29,11
1881,12019,07,14,18,20,22,30,16
1882,12018,03,05,06,22,26,32,15
1883,12017,06,09,14,19,25,28,10
1884,12016,02,05,12,17,22,25,08
1885,12015,01,03,06,10,21,23,15
1886,12014,01,02,05,16,28,30,12
1887,12013,06,08,24,29,30,32,13
1888,12012,15,17,18,20,23,27,01
1889,12011,04,14,15,16,20,26,05
1890,12010,01,03,13,19,25,26,10
1891,12009,04,16,24,26,27,33,11
1892,12008,01,12,20,23,24,29,08
1893,12007,10,17,19,27,28,32,04
1894,12006,02,22,25,29,32,33,08
1895,12005,07,09,18,27,31,33,06
1896,12004,01,05,10,11,21,23,16
1897,12003,03,06,08,24,29,31,09
1898,12002,02,03,07,09,10,32,13
1899,12001,01,04,05,09,15,17,06
1900,11153,05,08,09,10,20,25,13
1901,11152,04,10,11,12,21,26,13
1902,11151,07,11,16,19,31,33,10
1903,11150,08,10,12,15,22,27,13
1904,11149,04,05,06,07,23,31,16
1905,11148,05,14,22,23,25,26,14
1906,11147,04,08,12,17,18,30,10
1907,11146,11,23,26,28,32,33,10
1908,11145,02,04,14,15,26,30,04
1909,11144,01,02,09,10,16,24,03
1910,11143,07,08,12,14,15,30,16
1911,11142,12,15,16,26,29,31,02
1912,11141,02,04,06,19,24,29,11
1913,11140,04,18,20,22,27,29,06
1914,11139,08,20,24,27,30,31,03
1915,11138,01,05,15,24,28,32,07
1916,11137,02,11,18,23,30,33,13
1917,11136,02,04,06,20,22,31,07
1918,11135,12,13,17,20,25,26,12
1919,11134,01,02,06,07,30,31,10
1920,11133,12,14,20,21,25,31,16
1921,11132,02,05,12,13,25,33,07
1922,11131,02,07,09,17,21,25,01
1923,11130,07,14,18,23,25,32,15
1924,11129,07,10,11,21,23,26,06
1925,11128,09,11,14,17,19,23,12
1926,11127,16,19,22,23,27,29,11
1927,11126,03,07,13,18,23,26,16
1928,11125,03,10,15,24,27,32,08
1929,11124,09,18,19,26,31,32,16
1930,11123,01,04,05,14,19,28,16
1931,11122,10,12,18,26,27,31,03
1932,11121,04,14,22,25,32,33,02
1933,11120,04,14,17,28,30,33,07
1934,11119,09,12,14,19,28,32,01
1935,11118,05,06,11,14,20,21,10
1936,11117,08,10,19,26,28,30,04
1937,11116,01,07,11,12,17,27,05
1938,11115,07,08,09,12,17,33,16
1939,11114,01,14,15,16,30,32,09
1940,11113,06,10,11,25,32,33,05
1941,11112,03,05,16,18,23,24,15
1942,11111,01,03,05,20,25,27,04
1943,11110,12,14,21,26,28,33,12
1944,11109,01,03,09,15,16,33,15
1945,11108,02,17,22,26,29,33,10
1946,11107,04,09,16,17,22,29,15
1947,11106,02,11,12,14,24,32,14
1948,11105,04,06,23,25,27,28,01
1949,11104,09,10,16,20,25,29,09
1950,11103,04,05,10,13,15,16,12
1951,11102,01,05,13,21,27,31,11
1952,11101,06,10,19,23,29,31,06
1953,11100,07,11,21,23,31,32,05
1954,11099,10,12,13,21,26,27,14
1955,11098,03,07,20,21,22,32,05
1956,11097,09,17,19,20,21,26,16
1957,11096,01,04,07,13,14,19,15
1958,11095,03,07,08,10,23,24,05
1959,11094,09,11,12,17,18,19,05
1960,11093,04,07,11,13,23,30,09
1961,11092,05,10,17,26,31,32,04
1962,11091,09,15,21,23,28,30,03
1963,11090,02,05,14,18,21,25,16
1964,11089,01,02,11,24,29,30,12
1965,11088,03,09,17,20,21,29,04
1966,11087,02,03,04,05,18,28,01
1967,11086,06,07,09,12,17,24,09
1968,11085,03,06,11,21,24,31,10
1969,11084,09,10,12,16,18,32,15
1970,11083,07,16,18,24,28,29,06
1971,11082,07,16,17,20,25,26,04
1972,11081,06,14,19,23,25,32,12
1973,11080,02,07,09,25,31,32,09
1974,11079,03,14,15,16,24,29,05
1975,11078,03,05,13,20,22,29,09
1976,11077,01,07,08,15,26,29,10
1977,11076,06,19,21,26,32,33,13
1978,11075,07,09,10,12,31,32,13
1979,11074,02,21,26,28,29,32,01
1980,11073,03,04,05,12,17,21,14
1981,11072,01,06,10,11,18,27,12
1982,11071,01,02,15,22,28,30,02
1983,11070,01,03,05,12,21,28,12
1984,11069,02,13,16,18,24,30,12
1985,11068,03,07,10,15,19,24,10
1986,11067,17,19,20,24,25,27,12
1987,11066,04,06,14,17,30,32,12
1988,11065,04,16,23,25,27,29,03
1989,11064,03,06,07,29,30,33,02
1990,11063,04,06,13,15,18,19,05
1991,11062,04,08,09,10,29,30,03
1992,11061,02,03,08,13,19,21,03
1993,11060,10,11,13,21,27,31,01
1994,11059,24,26,27,29,31,33,16
1995,11058,07,18,22,30,32,33,06
1996,11057,04,06,20,21,26,33,02
1997,11056,13,16,19,20,23,25,10
1998,11055,08,13,16,17,29,32,16
1999,11054,08,11,16,17,22,33,08
2000,11053,03,06,10,12,22,30,15
2001,11052,04,05,08,19,27,28,08
2002,11051,01,07,11,14,15,16,14
2003,11050,04,05,19,22,28,29,15
2004,11049,01,11,17,18,27,31,14
2005,11048,10,14,18,25,26,27,15
2006,11047,04,13,23,25,27,33,14
2007,11046,09,17,18,26,29,30,08
2008,11045,02,16,17,20,26,32,08
2009,11044,03,14,16,26,27,31,09
2010,11043,04,13,14,17,25,31,04
2011,11042,05,13,15,17,19,21,15
2012,11041,04,10,12,13,30,32,13
2013,11040,05,11,14,24,26,28,13
2014,11039,03,07,10,16,24,29,13
2015,11038,02,14,15,19,23,24,12
2016,11037,01,03,04,06,17,25,11
2017,11036,02,11,20,22,24,31,05
2018,11035,13,14,18,20,27,31,02
2019,11034,13,14,17,19,24,31,08
2020,11033,02,08,12,13,19,29,04
2021,11032,03,05,07,13,14,15,15
2022,11031,16,17,24,28,29,32,12
2023,11030,02,09,19,24,25,33,10
2024,11029,01,04,09,10,20,31,07
2025,11028,01,04,05,14,16,17,01
2026,11027,13,18,21,22,25,26,01
2027,11026,07,08,17,19,21,26,12
2028,11025,08,25,26,31,32,33,09
2029,11024,05,07,10,19,26,31,14
2030,11023,02,03,06,21,22,25,05
2031,11022,02,07,14,16,17,21,05
2032,11021,01,02,14,18,25,31,08
2033,11020,12,16,17,19,24,30,05
2034,11019,02,04,12,19,32,33,16
2035,11018,13,15,18,28,30,33,01
2036,11017,02,06,15,23,26,33,08
2037,11016,03,04,16,17,22,29,13
2038,11015,03,06,13,26,27,29,07
2039,11014,05,07,10,11,23,26,16
2040,11013,01,03,13,16,21,22,08
2041,11012,07,08,11,13,15,26,13
2042,11011,01,12,18,19,21,24,10
2043,11010,01,04,05,09,15,19,13
2044,11009,17,18,23,24,25,26,04
2045,11008,10,12,13,17,24,31,15
2046,11007,01,09,17,24,26,31,05
2047,11006,01,03,05,13,16,18,05
2048,11005,06,09,12,14,20,22,13
2049,11004,04,06,08,10,13,26,05
2050,11003,13,14,21,22,23,27,04
2051,11002,06,08,12,17,28,33,05
2052,11001,03,09,20,24,26,32,10
2053,10153,03,06,12,19,30,31,13
2054,10152,04,09,17,21,25,31,01
2055,10151,02,13,14,17,19,26,14
2056,10150,02,17,18,23,29,30,06
2057,10149,02,07,08,16,25,30,09
2058,10148,01,03,07,18,23,27,12
2059,10147,02,08,15,18,24,30,03
2060,10146,01,17,18,22,25,32,01
2061,10145,03,21,24,27,28,31,08
2062,10144,02,03,08,15,19,21,11
2063,10143,09,16,18,26,30,31,14
2064,10142,02,16,18,23,26,27,10
2065,10141,02,03,07,18,23,27,06
2066,10140,01,12,13,18,26,29,15
2067,10139,11,13,18,20,26,31,09
2068,10138,01,21,23,24,26,30,05
2069,10137,07,09,10,13,19,33,06
2070,10136,04,10,23,24,26,33,10
2071,10135,04,10,13,25,26,30,10
2072,10134,09,15,16,22,27,28,06
2073,10133,03,09,17,21,26,32,01
2074,10132,02,10,12,18,24,33,15
2075,10131,05,06,15,16,19,26,06
2076,10130,01,02,07,15,21,31,16
2077,10129,04,08,14,25,28,32,16
2078,10128,04,11,19,20,24,28,12
2079,10127,01,04,08,17,25,33,01
2080,10126,03,13,18,20,27,28,05
2081,10125,06,07,13,23,28,29,09
2082,10124,02,06,08,11,12,25,02
2083,10123,06,12,15,18,29,32,10
2084,10122,02,09,12,16,25,27,06
2085,10121,08,11,13,18,25,30,15
2086,10120,01,02,05,06,10,29,16
2087,10119,07,17,25,27,30,31,09
2088,10118,05,08,11,13,15,25,05
2089,10117,01,08,20,22,24,28,01
2090,10116,05,09,10,20,22,26,07
2091,10115,01,22,24,25,29,33,15
2092,10114,01,08,11,15,17,25,01
2093,10113,05,10,15,18,20,28,10
2094,10112,01,08,18,24,29,30,16
2095,10111,04,07,08,13,17,18,10
2096,10110,01,03,12,24,26,27,01
2097,10109,04,15,18,25,29,32,15
2098,10108,02,04,08,20,23,24,07
2099,10107,08,12,15,17,22,33,16
2100,10106,02,06,08,15,26,29,16
2101,10105,01,08,09,19,21,31,11
2102,10104,07,17,23,24,27,32,02
2103,10103,06,09,14,17,20,33,09
2104,10102,04,11,16,20,22,29,10
2105,10101,04,09,18,21,25,26,06
2106,10100,01,06,12,22,23,26,08
2107,10099,03,04,17,24,27,30,06
2108,10098,01,03,08,16,29,33,07
2109,10097,10,16,18,21,24,26,01
2110,10096,07,12,21,23,24,28,03
2111,10095,09,11,16,17,25,27,14
2112,10094,03,05,07,27,31,32,10
2113,10093,09,10,19,28,32,33,06
2114,10092,03,13,19,27,28,30,02
2115,10091,06,13,16,20,22,24,16
2116,10090,01,06,10,15,25,31,14
2117,10089,07,08,09,16,23,26,01
2118,10088,05,06,15,23,27,30,12
2119,10087,01,08,16,17,25,30,10
2120,10086,05,21,28,29,30,31,08
2121,10085,01,08,12,13,24,27,08
2122,10084,02,10,14,18,20,30,03
2123,10083,02,20,21,22,23,31,12
2124,10082,01,08,13,14,27,31,02
2125,10081,02,03,09,24,26,27,05
2126,10080,08,10,13,14,16,23,16
2127,10079,08,11,12,14,18,22,02
2128,10078,01,03,09,11,17,23,12
2129,10077,02,08,14,20,21,24,09
2130,10076,01,12,14,29,31,32,15
2131,10075,05,09,12,13,15,22,14
2132,10074,02,10,17,18,19,29,15
2133,10073,01,16,20,23,27,31,02
2134,10072,06,08,22,23,30,31,01
2135,10071,05,13,14,17,20,26,01
2136,10070,08,13,23,27,31,33,07
2137,10069,12,14,20,22,24,32,11
2138,10068,03,13,18,20,23,28,13
2139,10067,01,07,10,14,21,25,01
2140,10066,01,03,21,22,31,32,07
